,Kernel,Average False Confidence,batch_size,eps,eps_step,max_iter,norm,name
183,poly,-0.05371919132220849,10.0,0.001,0.1,10.0,2.0,art.attacks.evasion.ProjectedGradientDescent
184,poly,0.03476669002365422,100.0,0.3,0.001,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
185,poly,0.033326034012842,50.0,0.5,0.5,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
186,poly,-0.04929882868471118,1.0,0.3,0.1,10.0,inf,art.attacks.evasion.ProjectedGradientDescent
187,poly,-0.057303821697689876,10.0,1.0,0.5,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
188,poly,0.03474859847317218,100.0,0.001,0.1,100.0,2.0,art.attacks.evasion.ProjectedGradientDescent
189,poly,-0.09490549450495839,100.0,0.01,0.3,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
190,poly,-0.07277278970757738,100.0,0.3,1.0,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
191,poly,0.033326299590839735,10.0,0.5,0.001,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
192,poly,0.004404685068746782,1.0,1.0,0.5,10.0,2.0,art.attacks.evasion.ProjectedGradientDescent
193,poly,-0.053711219852152985,100.0,0.01,0.01,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
194,poly,0.034516633079713636,100.0,0.1,0.1,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
195,poly,0.17191465739682307,50.0,1.0,0.5,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
196,poly,0.032746436071490484,50.0,0.3,0.01,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
197,poly,-0.09490549442960719,1.0,0.01,0.5,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
198,poly,-0.05105212642643445,1.0,0.01,0.01,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
199,poly,-0.07277288556388091,50.0,0.5,0.3,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
200,poly,-0.05375153754748899,100.0,0.001,0.001,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
201,poly,-0.09498869217676038,10.0,0.001,0.3,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
202,poly,-0.03271558755519641,100.0,0.1,0.1,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
203,poly,0.03332603094688154,100.0,0.5,1.0,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
204,poly,0.034744091524403366,10.0,0.01,0.3,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
205,poly,-0.09414347376100038,1.0,0.1,0.3,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
206,poly,0.0814388823358137,50.0,0.5,0.3,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
207,poly,-0.05730366750227921,10.0,0.5,0.1,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
208,poly,-0.08606178762572654,10.0,1.0,0.5,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
209,poly,-0.0949054943835559,10.0,0.01,0.1,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
210,poly,-0.0949223809829398,100.0,0.001,1.0,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
211,poly,-0.053445626181506105,100.0,0.001,0.001,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
212,poly,0.038239366193732305,10.0,0.3,1.0,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
213,poly,-0.05730367003053522,1.0,0.5,0.001,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
214,poly,-0.04961204239763681,10.0,1.0,1.0,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
215,poly,0.03274636390243619,50.0,0.01,0.3,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
216,poly,0.02741735069832009,1.0,0.3,1.0,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
217,poly,-0.05375153598700892,100.0,0.001,1.0,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
218,poly,-0.05375153598195969,1.0,0.001,0.3,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
219,poly,0.03451663310685876,10.0,0.1,0.1,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
220,poly,0.027417361253560073,1.0,0.3,0.1,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
221,poly,-0.09498869206382077,10.0,0.001,1.0,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
222,poly,-0.032715584800519455,1.0,0.1,0.1,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
223,poly,0.034562251222954664,1.0,0.01,0.5,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
224,poly,0.0345622663826913,100.0,0.01,0.001,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
225,poly,-0.09236458666469365,1.0,0.3,0.01,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
226,poly,-0.050420825039007994,100.0,0.1,0.01,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
227,poly,-0.017687686227788584,10.0,1.0,0.1,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
228,poly,-0.09065647871188101,50.0,0.5,1.0,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
229,poly,-0.051052120161030626,100.0,0.01,0.5,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
230,poly,-0.0533828773667345,100.0,0.3,0.01,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
231,poly,-0.05042082606957049,1.0,0.1,0.1,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
232,poly,-0.0573036662464383,100.0,0.5,1.0,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
233,poly,-0.09065648469050176,10.0,0.5,0.01,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
234,poly,-0.09440612779440706,100.0,0.001,0.01,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
235,poly,0.033843183332423685,100.0,0.3,0.5,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
236,poly,0.00440543892937208,100.0,1.0,0.1,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
237,poly,-0.09065647709957131,1.0,0.5,0.3,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
238,poly,-0.024252200194006503,100.0,0.1,1.0,10.0,inf,art.attacks.evasion.ProjectedGradientDescent
239,poly,-0.053719193610071506,10.0,0.001,0.001,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
240,poly,0.03474409032815501,50.0,0.1,0.001,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
241,poly,0.012547499726271833,50.0,0.1,1.0,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
242,linear,-0.0504208288308085,50.0,0.1,0.001,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
243,linear,-0.024252986355458986,100.0,0.3,0.01,10.0,inf,art.attacks.evasion.ProjectedGradientDescent
244,linear,-0.09427081627016447,10.0,0.01,0.5,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
245,linear,0.03332650458692585,50.0,0.5,0.01,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
246,linear,-0.05371121748974558,1.0,0.01,0.001,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
247,linear,0.22617650051895777,50.0,1.0,0.1,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
248,linear,-0.053445626181506105,100.0,0.001,0.001,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
249,linear,0.03476669115720108,10.0,0.001,0.5,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
250,linear,-0.09492238102818357,50.0,0.001,0.1,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
251,linear,0.03192430460866644,100.0,1.0,0.1,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
252,linear,-0.053382876836900205,1.0,0.01,0.1,10.0,2.0,art.attacks.evasion.ProjectedGradientDescent
253,linear,0.17413074937263717,,,,,,art.attacks.evasion.ProjectedGradientDescent
254,linear,-0.0941434733289377,100.0,0.1,1.0,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
255,linear,0.03451662772773214,100.0,0.1,0.5,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
256,linear,-0.09492238245272937,50.0,0.5,0.001,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
257,linear,-0.053445626181506105,100.0,0.001,0.01,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
258,linear,0.2261765002242825,50.0,1.0,1.0,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
259,linear,0.01285618920569287,1.0,0.1,0.5,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
260,linear,0.22617635082886078,100.0,1.0,0.001,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
261,linear,-0.051822648016128986,100.0,1.0,0.5,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
262,linear,-0.024252200194006503,10.0,0.1,1.0,10.0,inf,art.attacks.evasion.ProjectedGradientDescent
263,linear,-0.12700194562771305,50.0,1.0,0.5,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
264,linear,0.027417375481166628,10.0,0.3,0.01,100.0,2.0,art.attacks.evasion.ProjectedGradientDescent
265,linear,-0.05042082745317689,50.0,0.1,0.5,100.0,2.0,art.attacks.evasion.ProjectedGradientDescent
266,linear,-0.0533828773667345,50.0,0.1,0.01,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
267,linear,-0.05251735758921368,1.0,1.0,0.3,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
268,linear,-0.05338287704787858,50.0,0.01,0.3,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
269,linear,-0.09498869217780079,50.0,0.001,0.3,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
270,linear,-0.09427083052037863,100.0,1.0,0.001,10.0,2.0,art.attacks.evasion.ProjectedGradientDescent
271,linear,-0.053711219816011936,10.0,0.01,0.01,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
272,linear,0.038239366193732305,50.0,0.3,1.0,10.0,inf,art.attacks.evasion.ProjectedGradientDescent
273,linear,0.012547499726271833,10.0,0.1,0.5,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
274,linear,-0.05182248957625334,10.0,0.5,0.01,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
275,linear,0.03456225104307324,10.0,0.01,0.5,100.0,2.0,art.attacks.evasion.ProjectedGradientDescent
276,linear,0.22617650051895777,50.0,1.0,0.1,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
277,linear,0.032388786676101414,100.0,0.1,0.001,100.0,2.0,art.attacks.evasion.ProjectedGradientDescent
278,linear,-0.05371121963558548,10.0,1.0,0.01,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
279,linear,-0.024252336352478903,10.0,0.1,0.1,10.0,inf,art.attacks.evasion.ProjectedGradientDescent
280,linear,-0.09440612779440706,50.0,0.001,0.001,10.0,inf,art.attacks.evasion.ProjectedGradientDescent
281,linear,-0.05338287762977934,50.0,0.01,0.1,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
282,linear,0.03274636390243619,50.0,0.01,1.0,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
283,linear,0.03456225895148572,50.0,0.01,0.01,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
284,linear,0.027417355759721488,100.0,0.3,0.3,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
285,linear,-0.01824309499867673,100.0,1.0,0.001,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
286,linear,-0.09490549306311387,50.0,0.5,0.01,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
287,linear,0.03476669109027639,1.0,0.001,0.01,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
288,linear,-0.036228074068464934,1.0,0.5,0.1,100.0,2.0,art.attacks.evasion.ProjectedGradientDescent
289,linear,0.03474859834680119,100.0,0.001,1.0,10.0,2.0,art.attacks.evasion.ProjectedGradientDescent
290,linear,-0.032715584800519455,100.0,0.1,0.1,10.0,inf,art.attacks.evasion.ProjectedGradientDescent
291,linear,0.03474859834680119,50.0,0.001,1.0,100.0,2.0,art.attacks.evasion.ProjectedGradientDescent
292,linear,0.03274629346807918,1.0,0.01,0.001,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
293,linear,-0.032715584800519455,10.0,0.1,1.0,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
294,linear,-0.09492238425382447,50.0,0.001,0.001,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
295,linear,0.2261765002242825,1.0,1.0,1.0,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
296,linear,0.012547499726271833,1.0,0.1,1.0,10.0,inf,art.attacks.evasion.ProjectedGradientDescent
297,linear,0.0347440912511262,10.0,0.01,1.0,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
298,linear,-0.09970396391465322,10.0,0.5,0.001,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
299,linear,-0.0433169606800542,10.0,0.3,0.3,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
300,linear,-0.053711219816011936,100.0,0.01,0.01,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
301,linear,-0.052517276460793266,10.0,0.3,1.0,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
302,linear,-0.09427083052037863,50.0,0.5,0.001,10.0,2.0,art.attacks.evasion.ProjectedGradientDescent
303,linear,-0.01768768671905376,50.0,1.0,0.3,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
304,linear,-0.05371919132220849,10.0,0.001,0.1,10.0,2.0,art.attacks.evasion.ProjectedGradientDescent
305,linear,0.03476669002365422,100.0,0.3,0.001,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
306,linear,0.033326034012842,50.0,0.5,0.5,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
307,linear,-0.04929882868471118,1.0,0.3,0.1,10.0,inf,art.attacks.evasion.ProjectedGradientDescent
308,linear,-0.057303821697689876,10.0,1.0,0.5,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
309,linear,0.03474859847317218,100.0,0.001,0.1,100.0,2.0,art.attacks.evasion.ProjectedGradientDescent
310,linear,-0.09490549450495839,100.0,0.01,0.3,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
311,linear,-0.07277278970757738,100.0,0.3,1.0,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
312,linear,0.033326299590839735,10.0,0.5,0.001,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
313,linear,0.004404685068746782,1.0,1.0,0.5,10.0,2.0,art.attacks.evasion.ProjectedGradientDescent
314,linear,-0.053711219852152985,100.0,0.01,0.01,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
315,linear,0.034516633079713636,100.0,0.1,0.1,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
316,linear,0.17191465739682307,50.0,1.0,0.5,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
317,linear,0.032746436071490484,50.0,0.3,0.01,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
318,linear,-0.09490549442960719,1.0,0.01,0.5,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
319,linear,-0.05105212642643445,1.0,0.01,0.01,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
320,linear,-0.07277288556388091,50.0,0.5,0.3,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
321,linear,-0.05375153754748899,100.0,0.001,0.001,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
322,linear,-0.09498869217676038,10.0,0.001,0.3,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
323,linear,-0.03271558755519641,100.0,0.1,0.1,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
324,linear,0.03332603094688154,100.0,0.5,1.0,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
325,linear,0.034744091524403366,10.0,0.01,0.3,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
326,linear,-0.09414347376100038,1.0,0.1,0.3,1.0,1.0,art.attacks.evasion.ProjectedGradientDescent
327,linear,0.0814388823358137,50.0,0.5,0.3,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
328,linear,-0.05730366750227921,10.0,0.5,0.1,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
329,linear,-0.08606178762572654,10.0,1.0,0.5,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
330,linear,-0.0949054943835559,10.0,0.01,0.1,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
331,linear,-0.0949223809829398,100.0,0.001,1.0,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
332,linear,-0.053445626181506105,100.0,0.001,0.001,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
333,linear,0.038239366193732305,10.0,0.3,1.0,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
334,linear,-0.05730367003053522,1.0,0.5,0.001,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
335,linear,-0.04961204239763681,10.0,1.0,1.0,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
336,linear,0.03274636390243619,50.0,0.01,0.3,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
337,linear,0.02741735069832009,1.0,0.3,1.0,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
338,linear,-0.05375153598700892,100.0,0.001,1.0,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
339,linear,-0.05375153598195969,1.0,0.001,0.3,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
340,linear,0.03451663310685876,10.0,0.1,0.1,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
341,linear,0.027417361253560073,1.0,0.3,0.1,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
342,linear,-0.09498869206382077,10.0,0.001,1.0,100.0,1.0,art.attacks.evasion.ProjectedGradientDescent
343,linear,-0.032715584800519455,1.0,0.1,0.1,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
344,linear,0.034562251222954664,1.0,0.01,0.5,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
345,linear,0.0345622663826913,100.0,0.01,0.001,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
346,linear,-0.09236458666469365,1.0,0.3,0.01,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
347,linear,-0.050420825039007994,100.0,0.1,0.01,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
348,linear,-0.017687686227788584,10.0,1.0,0.1,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
349,linear,-0.09065647871188101,50.0,0.5,1.0,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
350,linear,-0.051052120161030626,100.0,0.01,0.5,1.0,inf,art.attacks.evasion.ProjectedGradientDescent
351,linear,-0.0533828773667345,100.0,0.3,0.01,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
352,linear,-0.05042082606957049,1.0,0.1,0.1,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
353,linear,-0.0573036662464383,100.0,0.5,1.0,1.0,2.0,art.attacks.evasion.ProjectedGradientDescent
354,linear,-0.09065648469050176,10.0,0.5,0.01,1000.0,1.0,art.attacks.evasion.ProjectedGradientDescent
355,linear,-0.09440612779440706,100.0,0.001,0.01,1000.0,inf,art.attacks.evasion.ProjectedGradientDescent
356,linear,0.033843183332423685,100.0,0.3,0.5,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
357,linear,0.00440543892937208,100.0,1.0,0.1,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
358,linear,-0.09065647709957131,1.0,0.5,0.3,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
359,linear,-0.024252200194006503,100.0,0.1,1.0,10.0,inf,art.attacks.evasion.ProjectedGradientDescent
360,linear,-0.053719193610071506,10.0,0.001,0.001,1000.0,2.0,art.attacks.evasion.ProjectedGradientDescent
361,linear,0.03474409032815501,50.0,0.1,0.001,10.0,1.0,art.attacks.evasion.ProjectedGradientDescent
362,linear,0.012547499726271833,50.0,0.1,1.0,100.0,inf,art.attacks.evasion.ProjectedGradientDescent
